Document,0,1,2,3,4,5,6,7,8,9,10,11
232,0.00382,0.00389,0.00606,0.00592,0.00391,0.0058,0.01069,0.00553,0.00502,0.76335,0.02742,0.0052
233,0.00591,0.0107,0.02468,0.01506,0.00699,0.00937,0.7488,0.01499,0.01584,0.02311,0.04031,0.00903
234,0.0093,0.01198,0.01375,0.03032,0.04337,0.38356,0.01415,0.01638,0.01496,0.01766,0.01834,0.10053
235,0.00725,0.01336,0.03567,0.01777,0.00839,0.01093,0.80344,0.018,0.02012,0.02162,0.03277,0.01068
236,0.01479,0.04063,0.05017,0.47028,0.034,0.04643,0.04273,0.09117,0.0747,0.03777,0.04842,0.0489
237,0.69907,0.02058,0.02471,0.02505,0.02525,0.02928,0.02957,0.02411,0.02227,0.03889,0.03395,0.02727
238,0.958,0.00294,0.00348,0.00359,0.00371,0.00423,0.00398,0.00345,0.00317,0.00502,0.00451,0.00392
239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.8746,0.00868,0.01037,0.01049,0.01056,0.01215,0.01232,0.01019,0.00937,0.01591,0.01401,0.01135
241,0.77417,0.01587,0.01846,0.01908,0.01977,0.02243,0.02168,0.0182,0.01693,0.0278,0.02468,0.02092
242,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0114,0.01612,0.0268,0.02543,0.01385,0.02041,0.05755,0.02368,0.02183,0.15117,0.3385,0.01866
245,0.0156,0.07564,0.24186,0.0703,0.02527,0.03157,0.08222,0.06624,0.16018,0.04353,0.05863,0.03188
246,0.0177,0.31183,0.08315,0.06809,0.03066,0.03623,0.05861,0.06402,0.2016,0.0407,0.05052,0.03687
247,0.82878,0.01204,0.01417,0.01459,0.01498,0.01712,0.01634,0.01401,0.01292,0.02066,0.01849,0.01589
248,0.00163,0.00438,0.0174,0.00711,0.00266,0.00356,0.02528,0.00675,0.00723,0.00717,0.01122,0.00349
249,0.01023,0.02157,0.04858,0.02822,0.01272,0.01702,0.5012,0.02794,0.03268,0.03738,0.0628,0.0164
250,0.01366,0.04175,0.49205,0.06403,0.02044,0.02627,0.08132,0.06091,0.07997,0.0387,0.0544,0.02649
251,0.00681,0.00857,0.01028,0.0217,0.02757,0.58967,0.01055,0.01182,0.01085,0.01338,0.01387,0.06978
252,0.72065,0.01927,0.02298,0.02336,0.02373,0.02741,0.02724,0.0224,0.02077,0.03551,0.03118,0.02549
253,0.92705,0.00504,0.00603,0.0061,0.00611,0.00704,0.00719,0.00593,0.00545,0.00929,0.00818,0.00658
254,0.01528,0.06171,0.47103,0.05786,0.02273,0.02783,0.06626,0.05455,0.11151,0.0359,0.04695,0.02838
255,0.00807,0.01811,0.02712,0.72985,0.01967,0.02729,0.02165,0.04283,0.0301,0.02021,0.02506,0.03006
256,0.01374,0.03778,0.41114,0.06355,0.0212,0.0277,0.08283,0.05347,0.06689,0.04294,0.06035,0.02794
257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.01132,0.17178,0.07088,0.05036,0.02153,0.02554,0.047,0.04804,0.14176,0.03117,0.03888,0.02594
259,0.00724,0.01741,0.02961,0.06775,0.01249,0.01651,0.02453,0.13428,0.03281,0.01842,0.02524,0.01675
260,0.0027,0.00682,0.00798,0.9088,0.00693,0.00975,0.00707,0.01329,0.01131,0.00671,0.00827,0.01036
261,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0115,0.55172,0.04575,0.03785,0.02002,0.0227,0.03383,0.03566,0.0778,0.02502,0.02973,0.02312
263,0.00492,0.00445,0.00664,0.00653,0.00464,0.00683,0.01101,0.00614,0.00558,0.08115,0.02235,0.00609
264,0.01256,0.03024,0.03734,0.40693,0.03335,0.05221,0.03544,0.06129,0.04854,0.03579,0.04388,0.05321
265,0.01551,0.02109,0.02156,0.04254,0.59204,0.07954,0.0214,0.02579,0.02453,0.02477,0.02564,0.1056
266,0.00762,0.02429,0.77508,0.02428,0.01054,0.01295,0.03338,0.02267,0.03629,0.01752,0.02231,0.01306
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
268,0.01238,0.04024,0.06081,0.3811,0.02663,0.03472,0.04316,0.10538,0.08397,0.03418,0.04521,0.03673
269,0.01037,0.01395,0.01561,0.03587,0.05911,0.17136,0.01583,0.01895,0.01737,0.01921,0.02011,0.14145
270,0.01603,0.02274,0.02367,0.04884,0.39791,0.09649,0.02325,0.02832,0.02691,0.02678,0.02795,0.14406
271,0.00821,0.74216,0.03175,0.02696,0.01407,0.01592,0.02252,0.0251,0.06041,0.01657,0.01991,0.01641
272,0.01124,0.02887,0.03653,0.6074,0.02654,0.03734,0.03175,0.06417,0.05103,0.02899,0.03686,0.03927
273,0.77801,0.01532,0.01832,0.01856,0.01877,0.02164,0.02174,0.01791,0.01654,0.02821,0.0248,0.02018
274,0.89435,0.00739,0.00875,0.00888,0.00909,0.01035,0.01027,0.00853,0.00793,0.01313,0.01164,0.00969
275,0.01273,0.20496,0.06342,0.04853,0.0226,0.02649,0.04268,0.04297,0.13298,0.02984,0.03671,0.02714
276,0.94219,0.0041,0.00474,0.00489,0.00514,0.00577,0.00552,0.00462,0.00435,0.00701,0.00626,0.00541
277,0.00645,0.01491,0.02746,0.05146,0.01076,0.01401,0.02178,0.13706,0.02692,0.01611,0.02179,0.01423
278,0.0069,0.01767,0.77707,0.03041,0.0101,0.01288,0.03206,0.0268,0.03141,0.0177,0.02388,0.01312
279,0.00342,0.00789,0.00953,0.88654,0.00908,0.01352,0.00871,0.01521,0.01266,0.00861,0.01048,0.01436
280,0.00938,0.0323,0.62461,0.04638,0.01484,0.01894,0.05342,0.04252,0.06222,0.02721,0.03738,0.01914
281,0.0085,0.02682,0.04644,0.18017,0.023,0.0302,0.03211,0.0547,0.04739,0.02751,0.03496,0.03346
282,0.00607,0.00951,0.0106,0.02322,0.06553,0.0745,0.01058,0.0127,0.01176,0.01262,0.01317,0.14233
283,0.71186,0.02017,0.02365,0.02429,0.02503,0.02846,0.02781,0.02325,0.02159,0.03567,0.03163,0.02658
284,0.94578,0.00382,0.0045,0.00464,0.00479,0.00545,0.00515,0.00445,0.0041,0.00647,0.00581,0.00506
285,0.67619,0.02244,0.0265,0.02726,0.02823,0.03225,0.03113,0.02592,0.02411,0.04032,0.0356,0.03005
286,0.01828,0.51663,0.05639,0.05016,0.02986,0.0337,0.04595,0.04539,0.0937,0.03468,0.0409,0.03435
287,0.00851,0.73151,0.03322,0.0278,0.0144,0.01639,0.02369,0.0261,0.06346,0.01727,0.02081,0.01684
288,0.75077,0.01751,0.02064,0.02116,0.02159,0.02476,0.02394,0.02036,0.01879,0.03039,0.02711,0.02298
289,0.75925,0.01688,0.01968,0.02031,0.02103,0.02389,0.02315,0.01937,0.01803,0.02974,0.02637,0.02229
290,0.00585,0.00978,0.01088,0.02509,0.06,0.05737,0.01064,0.0132,0.0122,0.01234,0.01306,0.14155
291,0.01522,0.04994,0.50405,0.05901,0.02246,0.02775,0.06753,0.05324,0.08845,0.03633,0.04766,0.02837
292,0.01621,0.03828,0.05491,0.3221,0.03994,0.05766,0.04747,0.10766,0.06284,0.04542,0.05659,0.06011
293,0.93635,0.00449,0.00519,0.0054,0.0057,0.00641,0.00604,0.00509,0.00477,0.00771,0.00687,0.00598
294,0.01922,0.36382,0.0842,0.062,0.03173,0.03691,0.06221,0.05888,0.13467,0.04344,0.05235,0.03727
295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.01936,0.04555,0.32184,0.08684,0.02893,0.03901,0.11542,0.06941,0.08032,0.06241,0.09188,0.03903
297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,0.01483,0.0356,0.04747,0.48721,0.03483,0.04991,0.04172,0.08673,0.06141,0.03877,0.04922,0.0523
299,0.01044,0.02439,0.03828,0.08938,0.01837,0.02409,0.03286,0.38928,0.04322,0.02585,0.03445,0.02444
300,0.00262,0.00842,0.92144,0.00858,0.00366,0.0045,0.01156,0.008,0.01287,0.00606,0.00775,0.00454
301,0.00995,0.02486,0.04005,0.63798,0.02212,0.02961,0.02992,0.07031,0.04415,0.0259,0.03324,0.03192
302,0.01474,0.02776,0.08166,0.03773,0.01734,0.0226,0.58646,0.03796,0.04258,0.04347,0.06553,0.02215
303,0.77585,0.01546,0.01849,0.01873,0.01893,0.02181,0.02198,0.01807,0.01669,0.02855,0.02508,0.02036
304,0.01328,0.01877,0.0197,0.04231,0.1831,0.09452,0.0196,0.02375,0.02251,0.02286,0.02388,0.13604
305,0.01179,0.04402,0.61381,0.04311,0.01714,0.02096,0.05069,0.04167,0.07309,0.02721,0.03521,0.02129
306,0.93322,0.00471,0.00552,0.00563,0.00589,0.00661,0.00642,0.00535,0.00503,0.00814,0.00726,0.00622
307,0.01353,0.42368,0.05992,0.04797,0.02431,0.02774,0.04125,0.04289,0.10956,0.03015,0.03623,0.02855
308,0.00934,0.01267,0.01489,0.03612,0.03603,0.27358,0.01538,0.01811,0.0163,0.01916,0.02028,0.08851
309,0.00955,0.02225,0.03536,0.08134,0.01672,0.02193,0.03025,0.34976,0.03947,0.02369,0.03163,0.02224
310,0.01197,0.65466,0.03942,0.03742,0.02104,0.02345,0.02971,0.03352,0.07481,0.02266,0.02698,0.02435
311,0.01195,0.02725,0.6188,0.05059,0.01719,0.02258,0.05997,0.04191,0.04768,0.03314,0.04614,0.0228
312,0.01945,0.02747,0.02781,0.05726,0.46268,0.10482,0.02764,0.03371,0.03211,0.03186,0.03319,0.14198
313,0.01233,0.02738,0.61198,0.05103,0.01756,0.02308,0.06179,0.04265,0.04718,0.03426,0.04751,0.02326
314,0.0152,0.05199,0.05686,0.31791,0.03692,0.04787,0.04678,0.09838,0.09877,0.04028,0.05117,0.05107
315,0.90456,0.00653,0.00774,0.00792,0.00805,0.00939,0.00932,0.00752,0.00702,0.01245,0.01081,0.00869
316,0.00078,0.00126,0.00227,0.00203,0.001,0.00145,0.00594,0.00189,0.00179,0.00617,0.94992,0.00135
317,0.91306,0.00613,0.00711,0.00735,0.00764,0.00866,0.00833,0.00698,0.00652,0.01066,0.00948,0.00808
318,0.76338,0.01681,0.01937,0.02006,0.02085,0.02363,0.02261,0.01907,0.01784,0.02875,0.02565,0.02198
319,0.82195,0.01252,0.01451,0.01509,0.01588,0.01792,0.01691,0.01426,0.01333,0.02165,0.01927,0.01671
320,0.01324,0.04997,0.56381,0.04758,0.0192,0.0236,0.05835,0.04505,0.08396,0.031,0.04032,0.02391
321,0.01105,0.03695,0.20052,0.07545,0.0196,0.02563,0.0685,0.06912,0.0717,0.03787,0.05386,0.02586
322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,0.01546,0.02209,0.02287,0.04743,0.35982,0.09219,0.02248,0.02746,0.02611,0.02585,0.027,0.13631
324,0.9558,0.00309,0.00367,0.00371,0.0038,0.00433,0.0043,0.00356,0.00332,0.0055,0.00487,0.00405
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
326,0.0097,0.02467,0.68165,0.04279,0.01405,0.01805,0.04784,0.03839,0.0443,0.02543,0.03483,0.0183
327,0.01735,0.28858,0.08435,0.06929,0.0303,0.03581,0.05808,0.06483,0.22458,0.04015,0.05008,0.03659
328,0.01023,0.02664,0.66582,0.04402,0.01479,0.0189,0.05055,0.03966,0.04769,0.02648,0.03604,0.01919
329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.00953,0.0251,0.02957,0.25234,0.03327,0.0539,0.02747,0.04328,0.03751,0.02891,0.03386,0.05778
331,0.60478,0.01906,0.02261,0.02289,0.02326,0.0266,0.02646,0.0221,0.02048,0.03365,0.0299,0.02483
332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.01033,0.0135,0.01554,0.03545,0.04558,0.43948,0.01603,0.01879,0.01698,0.02,0.02087,0.10439
334,0.00921,0.01215,0.01276,0.02446,0.5285,0.05011,0.01268,0.01493,0.01424,0.01483,0.01528,0.07117
335,0.97633,0.00169,0.00196,0.00201,0.00205,0.00234,0.00228,0.00194,0.0018,0.00287,0.00257,0.00218
336,0.01281,0.20373,0.06259,0.04927,0.02308,0.02698,0.04221,0.043,0.13307,0.02991,0.0367,0.02771
337,0.0103,0.03758,0.65589,0.03875,0.0151,0.01863,0.04584,0.03619,0.06643,0.0244,0.03196,0.01893
338,0.00999,0.12445,0.05957,0.05541,0.0211,0.02511,0.03978,0.04901,0.24539,0.02811,0.03543,0.02591
339,0.00681,0.01113,0.02033,0.01773,0.00865,0.01247,0.05609,0.01659,0.01582,0.05095,0.75572,0.01162
340,0.01371,0.01897,0.01972,0.0392,0.49015,0.07668,0.01941,0.02337,0.02228,0.02241,0.02327,0.11186
341,0.01487,0.02042,0.02132,0.04396,0.31721,0.09349,0.02122,0.02572,0.0242,0.02476,0.02571,0.1267
342,0.0071,0.04418,0.03638,0.05943,0.0166,0.02079,0.02773,0.04267,0.12265,0.02113,0.02729,0.0216
343,0.00728,0.01856,0.02271,0.75006,0.01802,0.02498,0.01962,0.03965,0.03162,0.01821,0.0227,0.0266
344,0.93045,0.00488,0.00575,0.00594,0.00612,0.00699,0.00661,0.0057,0.00524,0.00835,0.00748,0.00648
345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,0.78373,0.01527,0.01793,0.01843,0.01891,0.02159,0.02066,0.01771,0.01636,0.02604,0.02333,0.02004
347,0.01295,0.0174,0.01886,0.03797,0.31613,0.08126,0.01852,0.02238,0.02087,0.0216,0.02242,0.13091
348,0.00684,0.0109,0.0123,0.02436,0.06307,0.06562,0.01198,0.01357,0.01338,0.01409,0.01473,0.11495
349,0.01065,0.57626,0.04532,0.03721,0.01916,0.02174,0.03184,0.03377,0.08249,0.0235,0.02811,0.02235
350,0.93578,0.00441,0.00521,0.00535,0.00547,0.00635,0.00624,0.00507,0.00473,0.00829,0.00722,0.00588
351,0.01433,0.41479,0.06484,0.05044,0.02525,0.02907,0.04498,0.0456,0.11837,0.03231,0.03901,0.02977
352,0.00814,0.74291,0.03177,0.02704,0.0143,0.01615,0.02316,0.02494,0.0572,0.01725,0.02056,0.01657
353,0.01681,0.04913,0.05951,0.38358,0.03753,0.0506,0.04989,0.10657,0.09495,0.0429,0.0555,0.05303
354,0.01191,0.53699,0.04814,0.03843,0.02083,0.02347,0.03447,0.03544,0.07774,0.02562,0.03029,0.02402
355,0.01204,0.03872,0.13451,0.07328,0.0204,0.02705,0.09337,0.07867,0.07347,0.04452,0.06772,0.02691
356,0.00369,0.01586,0.02314,0.0148,0.00662,0.00851,0.02583,0.01436,0.02751,0.01216,0.01699,0.00837
357,0.00509,0.01757,0.83771,0.01834,0.00733,0.00899,0.02238,0.01738,0.02892,0.01184,0.01532,0.00913
358,0.78253,0.01538,0.018,0.01854,0.01901,0.0217,0.02078,0.01781,0.01645,0.02619,0.02347,0.02014
359,0.00744,0.0118,0.01328,0.02618,0.0744,0.07249,0.01295,0.01468,0.01445,0.01522,0.01589,0.1281
360,0.01119,0.04146,0.35084,0.04804,0.01734,0.02182,0.06343,0.04427,0.07441,0.03142,0.04214,0.02199
361,0.00997,0.03528,0.44656,0.04643,0.01566,0.01991,0.05801,0.04232,0.06698,0.02881,0.03942,0.02009
362,0.0085,0.0364,0.15296,0.05697,0.01608,0.02036,0.05137,0.05524,0.0802,0.02835,0.03899,0.02074
363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,0.01517,0.26095,0.06692,0.05885,0.02734,0.03221,0.04974,0.05391,0.15545,0.0357,0.04388,0.03271
366,0.01652,0.44629,0.0673,0.05622,0.02774,0.03216,0.04858,0.05324,0.14222,0.03461,0.04227,0.03285
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
368,0.00142,0.00601,0.02338,0.00982,0.00281,0.00356,0.00863,0.0096,0.01337,0.00485,0.00668,0.00363
369,0.00767,0.01298,0.01368,0.03103,0.10111,0.07353,0.01354,0.01675,0.01576,0.01569,0.01652,0.11323
370,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,0.01083,0.02702,0.03441,0.62673,0.02638,0.03694,0.02958,0.06085,0.04629,0.02741,0.03436,0.03918
372,0.01946,0.02775,0.02773,0.05717,0.41336,0.10599,0.02779,0.03384,0.03228,0.03209,0.0334,0.13582
373,0.01923,0.04471,0.32979,0.08581,0.02864,0.03863,0.11417,0.06871,0.07838,0.06206,0.09121,0.03865
374,0.00976,0.0321,0.10911,0.06357,0.01736,0.02297,0.07623,0.06885,0.06141,0.03737,0.05644,0.02289
375,0.01126,0.45587,0.04448,0.03678,0.01955,0.02216,0.03305,0.0347,0.07486,0.02446,0.02903,0.02255
376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,0.89015,0.00779,0.00909,0.00934,0.00955,0.01091,0.01054,0.00898,0.00831,0.01331,0.01191,0.01012
378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
379,0.01137,0.03775,0.05493,0.21528,0.02367,0.03127,0.04131,0.10829,0.08203,0.0321,0.04316,0.03243
380,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
382,0.01443,0.44771,0.06681,0.05676,0.02631,0.03026,0.0457,0.05279,0.15044,0.03295,0.04024,0.03118
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
384,0.00142,0.01114,0.0115,0.00737,0.00285,0.00352,0.0075,0.00707,0.02585,0.00449,0.00589,0.00355
385,0.80485,0.01369,0.01591,0.0165,0.01714,0.01948,0.01867,0.0157,0.0146,0.02402,0.02131,0.01814
386,0.0157,0.05495,0.05975,0.29871,0.03779,0.04876,0.04871,0.10189,0.10621,0.04152,0.05284,0.05203
387,0.0074,0.04547,0.04055,0.03618,0.01307,0.01613,0.02653,0.02887,0.22452,0.01776,0.0232,0.01662
388,0.00462,0.01208,0.02128,0.82492,0.00964,0.01303,0.01508,0.03379,0.02299,0.01241,0.01641,0.01376
389,0.74107,0.01813,0.02129,0.02182,0.02246,0.02555,0.02502,0.0209,0.01942,0.03206,0.02843,0.02387
390,0.01557,0.03612,0.04698,0.47276,0.03744,0.05517,0.04269,0.0831,0.06065,0.04088,0.05134,0.05731
391,0.01101,0.35818,0.04645,0.04228,0.02094,0.02356,0.03233,0.03776,0.09573,0.02438,0.02927,0.0245
392,0.00861,0.72734,0.03393,0.02843,0.01491,0.01692,0.02483,0.02669,0.06087,0.01831,0.02188,0.01729
393,0.01215,0.03426,0.57639,0.06053,0.01888,0.02404,0.05759,0.05193,0.06209,0.03301,0.04452,0.02462
394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0.00763,0.06334,0.03466,0.03522,0.01386,0.01662,0.02442,0.03048,0.17432,0.01737,0.02203,0.01717
397,0.01058,0.02689,0.04457,0.57145,0.02477,0.03343,0.03293,0.07362,0.04649,0.02906,0.03694,0.0362
398,0.0156,0.03382,0.50913,0.06246,0.02179,0.0288,0.08255,0.05331,0.0577,0.04418,0.06185,0.02883
399,0.01837,0.04204,0.3772,0.07846,0.02628,0.03511,0.10942,0.06832,0.07154,0.05703,0.0814,0.03484
400,0.01543,0.48713,0.06606,0.05158,0.02552,0.02952,0.04556,0.04875,0.12904,0.03209,0.03913,0.03019
401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,0.00921,0.03126,0.70749,0.03197,0.01306,0.01618,0.04276,0.02989,0.0514,0.02188,0.02855,0.01632
403,0.01129,0.01505,0.01748,0.04138,0.04526,0.39912,0.01808,0.02136,0.01915,0.02258,0.02373,0.10044
404,0.01068,0.47613,0.04377,0.04059,0.02046,0.02285,0.03068,0.03611,0.08686,0.02339,0.02794,0.02378
405,0.01287,0.02084,0.02445,0.06604,0.06332,0.24386,0.0251,0.03042,0.02733,0.03058,0.03297,0.15784
406,0.72547,0.01956,0.02245,0.02332,0.02445,0.02752,0.0261,0.02211,0.02072,0.03306,0.02957,0.02566
407,0.68804,0.02231,0.02566,0.02649,0.02731,0.03101,0.02989,0.02532,0.02364,0.03774,0.03378,0.02882
408,0.01037,0.01332,0.01563,0.03534,0.04294,0.44126,0.01613,0.01895,0.01687,0.02027,0.02112,0.09386
409,0.01237,0.01696,0.018,0.03522,0.28398,0.07454,0.01766,0.02072,0.02008,0.0205,0.02128,0.11827
410,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
411,0.01458,0.30872,0.06293,0.05787,0.02704,0.03128,0.0459,0.05268,0.14915,0.03366,0.04109,0.03211
412,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
413,0.00846,0.25025,0.03712,0.03418,0.01774,0.02052,0.03078,0.02915,0.06465,0.02316,0.02762,0.02087
414,0.83545,0.01181,0.0136,0.01398,0.0143,0.01627,0.01583,0.01343,0.01252,0.01987,0.01782,0.01512
415,0.0016,0.00414,0.00493,0.94521,0.00395,0.00553,0.00433,0.00832,0.0071,0.00402,0.00502,0.00585
416,0.00859,0.01105,0.01211,0.02372,0.19698,0.05381,0.01196,0.01431,0.01324,0.0141,0.01453,0.07794
417,0.01155,0.02561,0.03868,0.59777,0.03099,0.04505,0.03187,0.05792,0.04072,0.03141,0.03803,0.05036
418,0.00915,0.01224,0.01275,0.02455,0.59044,0.04951,0.01268,0.0149,0.01432,0.01478,0.01526,0.07088
419,0.00823,0.01694,0.04016,0.02291,0.01023,0.01371,0.5628,0.02261,0.02595,0.03043,0.05179,0.01321
420,0.8359,0.01153,0.01338,0.01388,0.01456,0.01647,0.01563,0.01312,0.01228,0.02006,0.01783,0.01536
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
422,0.01168,0.03903,0.62919,0.0427,0.01698,0.02085,0.05099,0.03915,0.06536,0.02734,0.03545,0.02127
423,0.01623,0.05768,0.47143,0.06246,0.0244,0.02963,0.0664,0.05676,0.09878,0.03742,0.04828,0.03053
424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
425,0.00695,0.01246,0.03041,0.01924,0.00852,0.01162,0.60546,0.01868,0.01916,0.02917,0.05646,0.01118
426,0.00863,0.01139,0.01305,0.02959,0.04741,0.16278,0.01321,0.0157,0.0143,0.01613,0.01686,0.14129
427,0.01053,0.02527,0.03659,0.5242,0.02745,0.03935,0.03036,0.05986,0.04165,0.029,0.03589,0.04298
428,0.00265,0.00717,0.01103,0.90082,0.00585,0.00773,0.00814,0.01921,0.01332,0.00687,0.00888,0.00831
429,0.01236,0.04322,0.05851,0.28217,0.02704,0.03537,0.04301,0.08916,0.09649,0.03406,0.04498,0.03738
430,0.00284,0.00358,0.00422,0.00891,0.01143,0.91648,0.00436,0.00488,0.00449,0.00555,0.00574,0.02595
431,0.00487,0.01126,0.01681,0.03417,0.00847,0.01087,0.01459,0.72585,0.0189,0.01161,0.01511,0.01103
432,0.72192,0.01942,0.02269,0.02348,0.02431,0.02768,0.02668,0.02239,0.02077,0.03441,0.03047,0.02578
433,0.00147,0.00463,0.00805,0.02994,0.00415,0.00544,0.00562,0.00932,0.0081,0.00484,0.00613,0.00605
434,0.01637,0.49774,0.06112,0.05158,0.02743,0.03178,0.04929,0.04721,0.10641,0.03591,0.04303,0.03212
435,0.01697,0.05011,0.06031,0.37649,0.03789,0.05093,0.05036,0.10713,0.09733,0.0432,0.05586,0.05342
436,0.00912,0.01716,0.04666,0.02554,0.01115,0.01492,0.64694,0.02529,0.0267,0.03398,0.05744,0.01447
437,0.77341,0.016,0.01871,0.01922,0.01962,0.02251,0.02178,0.01846,0.0171,0.02767,0.02468,0.02085
438,0.00885,0.0476,0.04328,0.09169,0.02282,0.02883,0.03516,0.0554,0.11468,0.02781,0.03574,0.03033
439,0.87902,0.00857,0.00994,0.01023,0.01074,0.01205,0.01157,0.00968,0.00911,0.01468,0.0131,0.0113
440,0.00933,0.02129,0.03128,0.6477,0.02545,0.03614,0.0256,0.0478,0.03389,0.02498,0.03023,0.04071
441,0.00972,0.05419,0.04732,0.09188,0.02388,0.02993,0.0371,0.05835,0.13492,0.02905,0.03726,0.0315
442,0.01278,0.02763,0.08274,0.03621,0.01586,0.02054,0.35635,0.03647,0.04273,0.04032,0.05969,0.02019
443,0.01587,0.05503,0.0604,0.31098,0.03823,0.04941,0.04922,0.10352,0.10614,0.04203,0.0535,0.05273
444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
445,0.94264,0.00397,0.00473,0.0048,0.00484,0.00557,0.00563,0.00465,0.00428,0.00728,0.00641,0.0052
446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0.01769,0.02508,0.02593,0.05333,0.46469,0.10443,0.02554,0.03108,0.02958,0.02944,0.0307,0.1522
448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,0.01233,0.03988,0.04553,0.27669,0.03089,0.04114,0.03775,0.06948,0.07432,0.03322,0.04216,0.04454
451,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,0.00346,0.00794,0.01202,0.02399,0.00598,0.00767,0.01042,0.85815,0.0133,0.00827,0.01076,0.00778
453,0.00476,0.00427,0.00635,0.00625,0.00447,0.00657,0.01048,0.00588,0.00534,0.07135,0.02104,0.00585
454,0.01105,0.02569,0.03004,0.28443,0.03464,0.05506,0.02798,0.045,0.03843,0.02927,0.03431,0.05924
455,0.01483,0.03769,0.05157,0.22386,0.03347,0.04851,0.04783,0.11104,0.06529,0.04401,0.05736,0.04898
456,0.00921,0.03033,0.70691,0.03384,0.01327,0.01636,0.04105,0.03169,0.05091,0.02165,0.02816,0.01662
457,0.01134,0.55266,0.0482,0.03807,0.01957,0.02237,0.03471,0.03604,0.08336,0.02509,0.03007,0.02279
458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,0.76554,0.01642,0.01909,0.01981,0.02056,0.02338,0.02246,0.01885,0.01753,0.02895,0.02565,0.02177
463,0.01723,0.44947,0.06838,0.05591,0.02834,0.03282,0.05021,0.05394,0.13118,0.03574,0.04342,0.03335
464,0.00419,0.89407,0.01183,0.01102,0.00672,0.00767,0.0105,0.00975,0.01907,0.00803,0.00942,0.00774
