Document,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
769,0.024460000917315483,0.0,0.0328500010073185,0.0,0.0,0.08956000208854675,0.0,0.0,0.10169000178575516,0.0,0.04438000172376633,0.0,0.0,0.0,0.0,0.0,0.0,0.0154600003734231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012369999662041664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022269999608397484,0.0,0.0,0.0,0.0,0.0,0.42065998911857605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10255999863147736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027820000424981117,0.03472999855875969,0.0
770,0.20868000388145447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2899099886417389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22311000525951385,0.02370000071823597,0.0,0.0,0.0,0.0,0.023749999701976776,0.0,0.0,0.0,0.0,0.0941300019621849,0.0,0.0,0.0,0.026119999587535858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023600000888109207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,0.0,0.0,0.0,0.0,0.0,0.0,0.015159999951720238,0.0,0.18258999288082123,0.2667999863624573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09904000163078308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0428600013256073,0.0,0.0,0.0,0.0,0.05302000045776367,0.014050000347197056,0.02525000087916851,0.02246999926865101,0.0,0.027879999950528145,0.0,0.014440000057220459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12511000037193298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047370001673698425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014050000347197056,0.0,0.0,0.0,0.0
772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21971000730991364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021950000897049904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239779993891716,0.0,0.0,0.0,0.011760000139474869,0.0,0.0,0.021689999848604202,0.014030000194907188,0.0,0.0,0.0,0.0,0.0,0.016440000385046005,0.0,0.010110000148415565,0.0,0.0,0.0,0.0221599992364645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16829000413417816,0.0,0.0,0.0,0.01078999973833561,0.0,0.011260000057518482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018729999661445618,0.0,0.0,0.0,0.10210999846458435,0.01909000054001808,0.0,0.0,0.0,0.0,0.0,0.018610000610351562,0.0,0.0,0.0,0.0
773,0.11766999959945679,0.0,0.0,0.0,0.0,0.1806199997663498,0.0,0.0,0.2835800051689148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028699999675154686,0.0,0.05731000006198883,0.0,0.0,0.0,0.0,0.017410000786185265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02930999919772148,0.0,0.0,0.045830000191926956,0.05550000071525574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04665999859571457,0.0,0.043800000101327896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,0.0930899977684021,0.0,0.0,0.0,0.0,0.040630001574754715,0.0,0.0,0.21979999542236328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791499987244606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08409000188112259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020579999312758446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025949999690055847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04795999825000763,0.0,0.0,0.06100999936461449,0.0,0.039650000631809235,0.0,0.0,0.0,0.16662999987602234,0.0,0.0
775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12325000017881393,0.0,0.09544000029563904,0.0,0.0,0.0,0.0,0.0,0.05203999951481819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021320000290870667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2822299897670746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04806999862194061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09487999975681305,0.0,0.0,0.12227000296115875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17521999776363373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05919000133872032,0.14127999544143677,0.0,0.0,0.04377000033855438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040389999747276306,0.0,0.12828999757766724,0.048500001430511475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040550000965595245,0.0,0.0,0.0,0.0,0.03344999998807907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15731999278068542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,0.0,0.0,0.0,0.10260999947786331,0.0,0.0,0.0,0.0,0.07865999639034271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220770001411438,0.0,0.0,0.0,0.0,0.16519999504089355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04986000061035156,0.0,0.0,0.0,0.0,0.0,0.09873999655246735,0.0,0.055720001459121704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05446000024676323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18779000639915466,0.0,0.0,0.0,0.0,0.0,0.0,0.04397999867796898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019370000809431076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16354000568389893,0.0,0.0,0.0,0.0,0.0,0.10418999940156937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06853000074625015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2291399985551834,0.0,0.0,0.0,0.0,0.0,0.039420001208782196,0.0,0.0,0.0,0.0,0.0
779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02672000043094158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07620000094175339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5874599814414978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19362999498844147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02216999977827072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000268220901,0.0,0.0,0.0,0.0,0.0
780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14618000388145447,0.0,0.0,0.02102000080049038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011230000294744968,0.0,0.0,0.0,0.0,0.0,0.04179000109434128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36239001154899597,0.0,0.0,0.0,0.0,0.0,0.0,0.021059999242424965,0.0,0.0,0.022350000217556953,0.0,0.10007999837398529,0.0,0.0,0.2034199982881546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21529999375343323,0.0,0.0,0.0,0.0,0.0,0.10118000209331512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04242999851703644,0.0,0.0,0.0,0.10346999764442444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19575999677181244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011479999870061874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,0.025100000202655792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16804000735282898,0.0,0.0714000016450882,0.0,0.0,0.0,0.0,0.0,0.021330000832676888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039009999483823776,0.0,0.0,0.0,0.0,0.0,0.0,0.28431999683380127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29614999890327454,0.03511999920010567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3147999942302704,0.07169000059366226,0.0,0.06638000160455704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17024999856948853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06801000237464905,0.08121000230312347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09822999686002731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019120000302791595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05445000156760216,0.0,0.0,0.0,0.12437000125646591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019929999485611916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42142000794410706,0.0,0.0,0.0,0.0,0.0,0.0,0.018459999933838844,0.0,0.0,0.0,0.0,0.0,0.14542999863624573,0.0,0.0,0.01906999945640564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018379999324679375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19904999434947968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017869999632239342,0.0,0.048340000212192535,0.0,0.1500599980354309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04715000092983246,0.0480399988591671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22798000276088715,0.0,0.0,0.0,0.05443999916315079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04799000173807144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,0.0,0.011540000326931477,0.0,0.0,0.0,0.0,0.0,0.031230000779032707,0.06362000107765198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392099991440773,0.0,0.0,0.0,0.0,0.0,0.0,0.014840000309050083,0.0,0.0,0.0,0.0,0.0,0.12714999914169312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01981000043451786,0.0,0.0,0.07631999999284744,0.0,0.0,0.0,0.0,0.0,0.0,0.012120000086724758,0.0,0.022290000692009926,0.0,0.0,0.40832000970840454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031209999695420265,0.0,0.0,0.0,0.0,0.0,0.0,0.015329999849200249,0.022670000791549683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011970000341534615,0.37665000557899475,0.028149999678134918,0.0,0.012419999577105045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011780000291764736,0.0,0.0,0.0,0.0,0.0,0.0,0.07891000062227249,0.0,0.0,0.0,0.0,0.01720000058412552,0.0,0.0,0.015259999781847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1819700002670288,0.0,0.0,0.0,0.0,0.0,0.0,0.01155999954789877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011780000291764736,0.0,0.0,0.010520000010728836,0.0,0.0,0.0,0.0,0.024720000103116035,0.0,0.01334999967366457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011500000022351742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012480000033974648,0.059870000928640366,0.0,0.0,0.0,0.04343000054359436,0.0246799997985363,0.0
788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09561000019311905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08252999931573868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19217999279499054,0.0,0.0,0.07834000140428543,0.0,0.2253199964761734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039159998297691345,0.0,0.0,0.12092000246047974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039090000092983246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353549987077713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2726300060749054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10347999632358551,0.0,0.0,0.0,0.0,0.0,0.0,0.0697999969124794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859299972653389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,0.0,0.0,0.0,0.029969999566674232,0.0,0.0,0.0,0.0,0.48634999990463257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029969999566674232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01119999960064888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030780000612139702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030409999191761017,0.05821000039577484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02971000038087368,0.0,0.0,0.0,0.0,0.0,0.0,0.16516000032424927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02969999983906746,0.0,0.0,0.0
791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18794000148773193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09057000279426575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03286999836564064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14007000625133514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16128000617027283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07699000090360641,0.0,0.0,0.0,0.010470000095665455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333199918270111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012969999574124813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13877999782562256,0.03384000062942505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31018999218940735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05565999820828438,0.0,0.0,0.0,0.0,0.0,0.0
793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222120001912117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1512099951505661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011610000394284725,0.0,0.0,0.0,0.0,0.26690998673439026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11636999994516373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033810000866651535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022299999371170998,0.0,0.0,0.0,0.0,0.02532999962568283,0.0,0.03147999942302704,0.0,0.0,0.03753000125288963,0.0,0.0
794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44648000597953796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2709699869155884,0.0,0.0,0.0,0.0,0.0,0.03626000136137009,0.0,0.0,0.01343000028282404,0.0,0.0,0.037939999252557755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362900011241436,0.0,0.0,0.03799999877810478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659000277519226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02295999974012375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06222999840974808,0.0,0.0,0.0,0.0,0.0,0.06536000221967697,0.0,0.0,0.0,0.06458000093698502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,0.3744100034236908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10407000035047531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014750000089406967,0.0,0.011169999837875366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15643000602722168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019680000841617584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058809999376535416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05624999850988388,0.0,0.0,0.0,0.08173000067472458,0.0,0.0
797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2310200035572052,0.1717199981212616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13294999301433563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02670999988913536,0.0,0.0,0.05691000074148178,0.0,0.0,0.0,0.0,0.0,0.07838000357151031,0.0,0.0,0.0,0.0,0.053860001266002655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026499999687075615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435199998319149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09188000112771988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,0.0,0.0,0.0,0.020409999415278435,0.0,0.0,0.0,0.0,0.34189000725746155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021320000290870667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026119999587535858,0.011119999922811985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06241000071167946,0.0,0.0,0.01131999958306551,0.0,0.0,0.0,0.0,0.0,0.0,0.02411000058054924,0.050289999693632126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010999999940395355,0.0,0.0,0.0,0.0,0.0,0.1023700013756752,0.021199999377131462,0.0,0.0,0.0,0.0,0.0,0.01080000028014183,0.0,0.0,0.0,0.010029999539256096,0.0,0.0,0.0,0.013419999741017818,0.0,0.0,0.01131999958306551,0.07401999831199646,0.03178999945521355,0.0,0.0,0.0,0.0,0.06567999720573425,0.04464999958872795,0.0
